snapshot_date,sku_id,description,location_count,supplier_ids,on_hand_quantity,on_order_quantity,reserved_quantity,inventory_position_units,avg_daily_demand_units,daily_demand_stddev_units,supplier_lead_time_days,service_level,z_score,safety_stock_units,reorder_point_units,target_stock_units,review_period_days,recommended_reorder_quantity,recommendation_status
2011-12-09,16258A,SWIRLY CIRCULAR RUBBERS IN BAG,1,SIM-SUP-12,8.0000,0.0000,0.0000,8.0000,6.7143,15.9751,3,95.00%,1.6449,45.5126,65.6555,112.6555,7,105,reorder_now
2011-12-09,16259,PIECE OF CAMO STATIONERY SET,1,SIM-SUP-02,3.0000,0.0000,0.0000,3.0000,0.4286,2.2269,10,95.00%,1.6449,11.5833,15.8690,18.8690,7,16,reorder_now
2011-12-09,17003,BROCADE RING PURSE,1,SIM-SUP-07,255.0000,0.0000,20.0000,235.0000,45.0000,52.2569,14,95.00%,1.6449,321.6141,951.6141,1266.6141,7,1032,reorder_now
2011-12-09,17012A,ORIGAMI VANILLA INCENSE/CANDLE SET,1,SIM-SUP-05,2.0000,0.0000,0.0000,2.0000,0.1786,0.9279,10,95.00%,1.6449,4.8264,6.6121,7.8621,7,6,reorder_now
2011-12-09,17012B,ORIGAMI JASMINE INCENSE/CANDLE SET,1,SIM-SUP-11,1.0000,0.0000,0.0000,1.0000,0.0714,0.2575,7,95.00%,1.6449,1.1208,1.6208,2.1208,7,2,reorder_now
2011-12-09,17012C,ORIGAMI LAVENDER INCENSE/CANDL SET,1,SIM-SUP-03,21.0000,0.0000,0.0000,21.0000,3.1071,6.3095,10,95.00%,1.6449,32.8188,63.8903,85.6403,7,65,reorder_now
2011-12-09,17012D,ORIGAMI ROSE INCENSE/CANDLE SET,1,SIM-SUP-01,39.0000,0.0000,1.0000,38.0000,6.5000,9.5150,14,95.00%,1.6449,58.5600,149.5600,195.0600,7,158,reorder_now
2011-12-09,17012F,ORIGAMI SANDLEWOOD INCENSE/CAND SET,1,SIM-SUP-01,24.0000,13.0000,0.0000,37.0000,5.9643,10.0551,7,95.00%,1.6449,43.7587,85.5087,127.2587,7,91,reorder_now
2011-12-09,17013D,ORIGAMI ROSE INCENSE IN TUBE,1,SIM-SUP-07,1.0000,0.0000,0.0000,1.0000,0.0000,0.0000,5,95.00%,1.6449,0.0000,0.0000,0.0000,7,0,no_order_required
2011-12-09,17021,NAMASTE SWAGAT INCENSE,1,SIM-SUP-07,3.0000,4.0000,0.0000,7.0000,5.1429,15.8514,14,95.00%,1.6449,97.5568,169.5568,205.5568,7,199,reorder_now
2011-12-09,17033,UNKNOWN,1,SIM-SUP-01,1.0000,0.0000,0.0000,1.0000,0.0000,0.0000,5,95.00%,1.6449,0.0000,0.0000,0.0000,7,0,no_order_required
2011-12-09,17038,PORCELAIN BUDAH INCENSE HOLDER,1,SIM-SUP-05,9.0000,0.0000,0.0000,9.0000,3.7500,18.5292,14,95.00%,1.6449,114.0374,166.5374,192.7874,7,184,reorder_now
2011-12-09,17039,INLAID WOOD INCENSE HOLDER,1,SIM-SUP-10,2.0000,0.0000,0.0000,2.0000,0.0000,0.0000,10,95.00%,1.6449,0.0000,0.0000,0.0000,7,0,no_order_required
2011-12-09,17084N,FAIRY DREAMS INCENSE,1,SIM-SUP-03,10.0000,1.0000,1.0000,10.0000,2.7500,7.3903,10,95.00%,1.6449,38.4404,65.9404,85.1904,7,76,reorder_now
2011-12-09,17084P,DRAGONS BLOOD INCENSE,1,SIM-SUP-09,6.0000,0.0000,1.0000,5.0000,1.3214,5.2783,14,95.00%,1.6449,32.4855,50.9855,60.2355,7,56,reorder_now
2011-12-09,17084R,ASSORTED INCENSE PACK,1,SIM-SUP-01,1.0000,0.0000,0.0000,1.0000,2.5714,13.3615,7,95.00%,1.6449,58.1477,76.1477,94.1477,7,94,reorder_now
2011-12-09,17091A,LAVENDER INCENSE IN TIN,1,SIM-SUP-10,0.0000,1.0000,0.0000,1.0000,0.0000,0.0000,14,95.00%,1.6449,0.0000,0.0000,0.0000,7,0,no_order_required
2011-12-09,17091B,JASMINE TEA INCENSE IN TIN,1,SIM-SUP-09,1.0000,0.0000,0.0000,1.0000,0.0000,0.0000,10,95.00%,1.6449,0.0000,0.0000,0.0000,7,0,no_order_required
2011-12-09,17091J,VANILLA INCENSE IN TIN,1,SIM-SUP-05,24.0000,14.0000,1.0000,37.0000,11.1429,25.7290,10,95.00%,1.6449,133.8288,245.2574,323.2574,7,287,reorder_now
2011-12-09,17096,ASSORTED LAQUERED INCENSE HOLDERS,1,SIM-SUP-12,4.0000,0.0000,1.0000,3.0000,0.0000,0.0000,14,95.00%,1.6449,0.0000,0.0000,0.0000,7,0,no_order_required
2011-12-09,17107D,FLOWER FAIRY 5 DRAWER LINERS,1,SIM-SUP-06,9.0000,0.0000,1.0000,8.0000,0.7143,1.6225,14,95.00%,1.6449,9.9859,19.9859,24.9859,7,17,reorder_now
2011-12-09,17109D,Adjustment,1,SIM-SUP-06,1.0000,0.0000,0.0000,1.0000,0.0000,0.0000,3,95.00%,1.6449,0.0000,0.0000,0.0000,7,0,no_order_required
2011-12-09,17129D,CLEAR COLOUR GLASS GEMS IN BAG,1,SIM-SUP-03,2.0000,0.0000,0.0000,2.0000,0.0000,0.0000,10,95.00%,1.6449,0.0000,0.0000,0.0000,7,0,no_order_required
2011-12-09,17129F,BLUE GLASS GEMS IN BAG,1,SIM-SUP-02,2.0000,0.0000,0.0000,2.0000,0.0357,0.1856,7,95.00%,1.6449,0.8076,1.0576,1.3076,7,0,no_order_required
2011-12-09,17136A,check,1,SIM-SUP-06,3.0000,1.0000,0.0000,4.0000,0.1071,0.5567,10,95.00%,1.6449,2.8958,3.9673,4.7173,7,0,no_order_required
2011-12-09,17164B,ASS COL SMALL SAND GECKO P'WEIGHT,1,SIM-SUP-04,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5,95.00%,1.6449,0.0000,0.0000,0.0000,7,0,no_order_required
2011-12-09,17165B,UNKNOWN,1,SIM-SUP-07,2.0000,0.0000,0.0000,2.0000,0.0000,0.0000,10,95.00%,1.6449,0.0000,0.0000,0.0000,7,0,no_order_required
2011-12-09,17165D,UNKNOWN,1,SIM-SUP-04,1.0000,0.0000,0.0000,1.0000,0.0000,0.0000,10,95.00%,1.6449,0.0000,0.0000,0.0000,7,0,no_order_required
2011-12-09,17181,CIRCLE OF FRIENDS CANDLE HOLDER,1,SIM-SUP-12,3.0000,0.0000,0.0000,3.0000,0.0000,0.0000,10,95.00%,1.6449,0.0000,0.0000,0.0000,7,0,no_order_required
2011-12-09,18007,ESSENTIAL BALM 3.5g TIN IN ENVELOPE,1,SIM-SUP-07,2.0000,0.0000,0.0000,2.0000,0.0000,0.0000,7,95.00%,1.6449,0.0000,0.0000,0.0000,7,0,no_order_required
2011-12-09,18094C,WHITE AND BLUE CERAMIC OIL BURNER,1,SIM-SUP-04,2.0000,0.0000,0.0000,2.0000,0.0000,0.0000,7,95.00%,1.6449,0.0000,0.0000,0.0000,7,0,no_order_required
2011-12-09,18097C,WHITE TALL PORCELAIN T-LIGHT HOLDER,1,SIM-SUP-01,4.0000,0.0000,0.0000,4.0000,0.6786,2.1556,10,95.00%,1.6449,11.2124,17.9981,22.7481,7,19,reorder_now
2011-12-09,18098C,PORCELAIN BUTTERFLY OIL BURNER,1,SIM-SUP-12,2.0000,0.0000,0.0000,2.0000,0.0000,0.0000,10,95.00%,1.6449,0.0000,0.0000,0.0000,7,0,no_order_required
2011-12-09,20615,BLUE POLKADOT PASSPORT COVER,1,SIM-SUP-03,8.0000,0.0000,0.0000,8.0000,1.0357,3.7079,5,95.00%,1.6449,13.6378,18.8163,26.0663,7,19,reorder_now
2011-12-09,20616,CHERRY BLOSSOM PASSPORT COVER,1,SIM-SUP-06,3.0000,0.0000,0.0000,3.0000,0.9286,3.7218,3,95.00%,1.6449,10.6034,13.3891,19.8891,7,17,reorder_now
2011-12-09,20617,FIRST CLASS PASSPORT COVER,1,SIM-SUP-02,3.0000,0.0000,0.0000,3.0000,0.1786,0.4670,5,95.00%,1.6449,1.7177,2.6106,3.8606,7,0,no_order_required
2011-12-09,20618,QUEEN OF THE SKIES PASSPORT COVER,1,SIM-SUP-06,3.0000,1.0000,0.0000,4.0000,0.1786,0.4670,10,95.00%,1.6449,2.4292,4.2149,5.4649,7,2,reorder_now
2011-12-09,20619,TROPICAL PASSPORT COVER,1,SIM-SUP-04,5.0000,0.0000,0.0000,5.0000,0.3214,0.5381,7,95.00%,1.6449,2.3417,4.5917,6.8417,7,0,no_order_required
2011-12-09,20621,UNKNOWN,1,SIM-SUP-07,1.0000,0.0000,0.0000,1.0000,0.0000,0.0000,7,95.00%,1.6449,0.0000,0.0000,0.0000,7,0,no_order_required
2011-12-09,20622,VIP PASSPORT COVER,1,SIM-SUP-11,6.0000,0.0000,1.0000,5.0000,0.6071,2.4104,14,95.00%,1.6449,14.8347,23.3347,27.5847,7,23,reorder_now
2011-12-09,20652,BLUE POLKADOT LUGGAGE TAG,1,SIM-SUP-06,9.0000,0.0000,1.0000,8.0000,0.7143,2.2497,10,95.00%,1.6449,11.7019,18.8447,23.8447,7,16,reorder_now
2011-12-09,20653,CHERRY BLOSSOM LUGGAGE TAG,1,SIM-SUP-05,8.0000,1.0000,0.0000,9.0000,0.5357,2.2278,10,95.00%,1.6449,11.5878,16.9449,20.6949,7,12,reorder_now
2011-12-09,20654,FIRST CLASS LUGGAGE TAG,1,SIM-SUP-03,6.0000,0.0000,0.0000,6.0000,0.2500,0.6339,10,95.00%,1.6449,3.2970,5.7970,7.5470,7,0,no_order_required
2011-12-09,20655,QUEEN OF SKIES LUGGAGE TAG,1,SIM-SUP-06,2.0000,0.0000,0.0000,2.0000,0.3571,0.7178,3,95.00%,1.6449,2.0451,3.1166,5.6166,7,4,reorder_now
2011-12-09,20657,TROPICAL LUGGAGE TAG,1,SIM-SUP-08,2.0000,0.0000,0.0000,2.0000,0.0000,0.0000,5,95.00%,1.6449,0.0000,0.0000,0.0000,7,0,no_order_required
2011-12-09,20658,RED RETROSPOT LUGGAGE TAG,1,SIM-SUP-09,1.0000,0.0000,0.0000,1.0000,0.0000,0.0000,3,95.00%,1.6449,0.0000,0.0000,0.0000,7,0,no_order_required
2011-12-09,20659,ECONOMY LUGGAGE TAG,1,SIM-SUP-01,1.0000,0.0000,0.0000,1.0000,0.9643,1.9545,7,95.00%,1.6449,8.5058,15.2558,22.0058,7,22,reorder_now
2011-12-09,20661,BLUE POLKADOT PURSE,1,SIM-SUP-07,2.0000,0.0000,0.0000,2.0000,0.1786,0.3830,10,95.00%,1.6449,1.9921,3.7778,5.0278,7,4,reorder_now
2011-12-09,20662,FIRST CLASS HOLIDAY PURSE,1,SIM-SUP-11,1.0000,0.0000,0.0000,1.0000,0.0000,0.0000,3,95.00%,1.6449,0.0000,0.0000,0.0000,7,0,no_order_required
2011-12-09,20663,QUEEN OF THE SKIES HOLIDAY PURSE,1,SIM-SUP-04,1.0000,0.0000,0.0000,1.0000,0.0000,0.0000,5,95.00%,1.6449,0.0000,0.0000,0.0000,7,0,no_order_required
2011-12-09,20664,TROPICAL HOLIDAY PURSE,1,SIM-SUP-10,1.0000,0.0000,0.0000,1.0000,0.0000,0.0000,5,95.00%,1.6449,0.0000,0.0000,0.0000,7,0,no_order_required
2011-12-09,20665,RED RETROSPOT PURSE,1,SIM-SUP-05,2.0000,0.0000,0.0000,2.0000,0.3929,0.6729,5,95.00%,1.6449,2.4750,4.4392,7.1892,7,6,reorder_now
2011-12-09,20666,ECONOMY HOLIDAY PURSE,1,SIM-SUP-04,1.0000,0.0000,0.0000,1.0000,0.0000,0.0000,10,95.00%,1.6449,0.0000,0.0000,0.0000,7,0,no_order_required
2011-12-09,20668,DISCO BALL CHRISTMAS DECORATION,1,SIM-SUP-01,615.0000,0.0000,32.0000,583.0000,150.3571,206.3120,14,95.00%,1.6449,1269.7431,3374.7431,4427.2431,7,3845,reorder_now
2011-12-09,20669,RED HEART LUGGAGE TAG,1,SIM-SUP-01,6.0000,0.0000,1.0000,5.0000,0.7857,1.1759,10,95.00%,1.6449,6.1162,13.9734,19.4734,7,15,reorder_now
2011-12-09,20670,VIP HOLIDAY PURSE,1,SIM-SUP-06,1.0000,0.0000,0.0000,1.0000,0.0714,0.3712,5,95.00%,1.6449,1.3651,1.7222,2.2222,7,2,reorder_now
2011-12-09,20671,BLUE TEATIME PRINT BOWL,1,SIM-SUP-11,1.0000,0.0000,0.0000,1.0000,0.0000,0.0000,3,95.00%,1.6449,0.0000,0.0000,0.0000,7,0,no_order_required
2011-12-09,20672,UNKNOWN,1,SIM-SUP-06,4.0000,1.0000,0.0000,5.0000,0.0000,0.0000,14,95.00%,1.6449,0.0000,0.0000,0.0000,7,0,no_order_required
2011-12-09,20674,GREEN POLKADOT BOWL,1,SIM-SUP-03,8.0000,4.0000,0.0000,12.0000,3.3929,5.4139,3,95.00%,1.6449,15.4239,25.6025,49.3525,7,38,reorder_now
2011-12-09,20675,BLUE POLKADOT BOWL,1,SIM-SUP-07,56.0000,0.0000,7.0000,49.0000,6.1071,14.0213,10,95.00%,1.6449,72.9313,134.0028,176.7528,7,128,reorder_now
2011-12-09,20676,RED RETROSPOT BOWL,1,SIM-SUP-11,34.0000,0.0000,2.0000,32.0000,11.7500,16.4634,5,95.00%,1.6449,60.5526,119.3026,201.5526,7,170,reorder_now
2011-12-09,20677,PINK POLKADOT BOWL,1,SIM-SUP-09,41.0000,0.0000,5.0000,36.0000,10.8571,18.7820,14,95.00%,1.6449,115.5937,267.5937,343.5937,7,308,reorder_now
2011-12-09,20679,EDWARDIAN PARASOL RED,1,SIM-SUP-07,13.0000,0.0000,1.0000,12.0000,4.4643,9.8796,3,95.00%,1.6449,28.1466,41.5395,72.7895,7,61,reorder_now
2011-12-09,20681,PINK POLKADOT CHILDRENS UMBRELLA,1,SIM-SUP-05,2.0000,0.0000,0.0000,2.0000,0.0000,0.0000,14,95.00%,1.6449,0.0000,0.0000,0.0000,7,0,no_order_required
2011-12-09,20682,RED RETROSPOT CHILDRENS UMBRELLA,1,SIM-SUP-09,29.0000,0.0000,2.0000,27.0000,7.3214,12.7841,14,95.00%,1.6449,78.6793,181.1793,232.4293,7,206,reorder_now
2011-12-09,20684,UNKNOWN,1,SIM-SUP-11,1.0000,0.0000,0.0000,1.0000,0.0000,0.0000,3,95.00%,1.6449,0.0000,0.0000,0.0000,7,0,no_order_required
2011-12-09,20685,DOORMAT RED RETROSPOT,1,SIM-SUP-08,28.0000,0.0000,1.0000,27.0000,11.0714,15.6523,3,95.00%,1.6449,44.5930,77.8073,155.3073,7,129,reorder_now
